time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,rss,doppler,label
1627918260,0c20b6,40.98547515,-74.20625712,197.0018278,251.57386,0,CMP312  ,FALSE,FALSE,1364,10363.2,10683.24,1627918260,1627918260,-87.2238474,184.1614573,1
1627918270,0c20b6,40.97986726,-74.22851354,197.7245955,251.5497243,0,CMP312  ,FALSE,FALSE,1364,10363.2,10683.24,1627918270,1627918270,-87.45712384,-44.5501833,1
1627918280,0c20b6,40.97401739,-74.25172786,197.7245955,251.5497243,0.32512,CMP312  ,FALSE,FALSE,1364,10363.2,10683.24,1627918280,1627918280,-87.69839546,-163.3769052,1
1627918290,0c20b6,40.96839349,-74.27404393,197.7245955,251.5497243,-0.32512,CMP312  ,FALSE,FALSE,1364,10363.2,10683.24,1627918290,1627918290,-87.93211452,-32.96214223,1
1627918300,0c20b6,40.96299368,-74.28301165,96.08980947,231.4331666,0,CMP312  ,FALSE,FALSE,1364,10363.2,10683.24,1627918300,1627918300,-70.38873284,-24.11855602,3
1627918310,0c20b6,40.95764357,-74.29193329,95.44919108,231.5497243,0,CMP312  ,FALSE,FALSE,1364,10363.2,10683.24,1627918306,1627918310,-69.92252388,109.860733,3
1627918320,0c20b6,40.95220957,-74.3009863,96.89479627,231.5257645,0,CMP312  ,FALSE,FALSE,1364,10363.2,10683.24,1627918313,1627918320,-69.45510131,-186.0941,3
1627918330,0c20b6,40.94677556,-74.31003856,96.89479627,231.5257645,0,CMP312  ,FALSE,FALSE,1364,10363.2,10683.24,1627918313,1627918330,-68.97850711,-184.8497653,3
1627918340,0c20b6,40.94134156,-74.31909008,96.89479627,231.5257645,0,CMP312  ,FALSE,FALSE,1364,10363.2,10683.24,1627918332,1627918340,-68.49382608,-97.27130389,3
1627916410,20102c,40.66416473,-73.28114049,32.18027473,310.4664293,8.619203134,N759PA  ,FALSE,FALSE,nan,2864.54874,2875.082105,1627916411,1627916410,-68.99089388,-89.58187985,2
1627916420,20102c,40.67673434,-73.25611731,251.8427963,329.9779735,32.30923152,N759PA  ,FALSE,FALSE,nan,2281.990764,2270.409438,1627916421,1627916421,-67.99993884,-116.5124004,2
1627916430,20102c,40.58152008,-73.26823753,288.3591224,221.2111474,-7.391682548,N759PA  ,FALSE,FALSE,nan,2170.694352,2156.746831,1627916431,1627916430,-67.20949031,-46.17176819,2
1627916440,20102c,40.64892851,-73.1282169,66.17718762,60.30667436,15.17657428,N759PA  ,FALSE,FALSE,nan,3111.629387,3122.632763,1627916441,1627916441,-68.39929116,159.3260939,2
1627916450,20102c,40.65954843,-73.18803874,280.8972587,23.40524792,-17.36616879,N759PA  ,FALSE,FALSE,nan,-2384.883069,-2404.655829,1627916449,1627916451,-65.2407807,17.16987085,2
1627916460,20102c,40.66556602,-73.2941695,92.31824244,317.8298286,-17.87094745,N759PA  ,FALSE,FALSE,nan,-202.3414578,-191.278134,1627916461,1627916459,-68.13010495,84.7442286,2
1627916470,20102c,40.66253856,-73.23057888,132.4338416,357.551326,-24.97819854,N759PA  ,FALSE,FALSE,nan,885.0710429,871.6297674,1627916470,1627916469,-63.87168252,132.5961444,2
1627916480,20102c,40.5796669,-73.31899646,170.9182897,232.3056685,-11.28658864,N759PA  ,FALSE,FALSE,nan,-2161.315594,-2160.954248,1627916481,1627916479,-69.13183971,-153.9135981,2
1627916490,20102c,40.5988707,-73.165057,9.73248493,112.3062753,-6.508169444,N759PA  ,FALSE,FALSE,nan,-2132.108771,-2122.278553,1627916490,1627916491,-66.77733533,95.58787704,2
1627916500,20102c,40.61678887,-73.1361048,41.27245813,84.97100893,4.223662514,N759PA  ,FALSE,FALSE,nan,-1565.425321,-1568.311224,1627916501,1627916500,-69.03271914,-127.8021662,2
1627916510,20102c,40.55291445,-73.26398739,165.9757514,196.8936203,5.590525746,N759PA  ,FALSE,FALSE,nan,1308.649975,1306.648342,1627916510,1627916511,-66.66285512,65.37370086,2
1627916520,20102c,40.64442853,-73.16789867,260.7324726,42.41866099,-5.678343718,N759PA  ,FALSE,FALSE,nan,1223.433309,1221.863407,1627916521,1627916520,-66.76962462,171.8392041,2
1627916530,20102c,40.65910473,-73.1640186,159.9799528,33.07619569,-25.50474199,N759PA  ,FALSE,FALSE,nan,1768.11245,1766.83797,1627916530,1627916530,-67.97740494,-149.6755908,2
1627916540,20102c,40.5502238,-73.22554825,155.5677379,183.5457485,11.637093,N759PA  ,FALSE,FALSE,nan,-1916.314006,-1924.338555,1627916540,1627916541,-67.15510508,44.25923657,2
1627916550,20102c,40.59338089,-73.29943257,240.4402214,246.7187986,20.10882837,N759PA  ,FALSE,FALSE,nan,-944.8741873,-971.9870103,1627916550,1627916549,-67.53797959,-47.82538867,2
1627916560,20102c,40.65219319,-73.12080529,273.576993,58.50014626,-10.59745143,N759PA  ,FALSE,FALSE,nan,-2501.910076,-2487.909434,1627916560,1627916560,-69.76434081,-160.9012423,2
1627916570,20102c,40.67535737,-73.22217907,255.8325874,358.9456241,1.191771652,N759PA  ,FALSE,FALSE,nan,-630.347224,-651.2014278,1627916571,1627916569,-65.91635596,-59.18821454,2
1627916580,20102c,40.68307244,-73.17473083,256.0971517,25.29361876,0.484830996,N759PA  ,FALSE,FALSE,nan,-649.4010901,-671.2118242,1627916579,1627916579,-67.98548045,65.62340927,2
1627916590,20102c,40.68189185,-73.24123015,209.6304022,350.5206175,-10.30629497,N759PA  ,FALSE,FALSE,nan,-700.5630151,-718.0841754,1627916591,1627916590,-66.14417144,117.309828,2
1627916600,20102c,40.68195933,-73.23595916,159.7656162,355.5957129,-24.3058544,N759PA  ,FALSE,FALSE,nan,3079.849163,3080.146742,1627916600,1627916601,-66.25682776,107.6592617,2
1627916610,20102c,40.62649883,-73.11524648,181.4063913,95.30976487,-11.07167963,N759PA  ,FALSE,FALSE,nan,-1061.90653,-1086.474454,1627916611,1627916610,-70.22724007,-19.56434059,2
1627916620,20102c,40.593993,-73.22792246,152.7335529,173.3522584,24.10658835,N759PA  ,FALSE,FALSE,nan,-2591.238077,-2609.512653,1627916621,1627916620,-64.99475426,-81.89100528,2
1627916630,20102c,40.64540453,-73.31599907,251.8838262,279.6926307,12.17055741,N759PA  ,FALSE,FALSE,nan,-1634.678435,-1629.402886,1627916630,1627916629,-66.78131994,-136.2762177,2
1627916640,20102c,40.58874524,-73.26334912,120.4991392,192.1989174,7.303801773,N759PA  ,FALSE,FALSE,nan,2049.620576,2066.19978,1627916640,1627916640,-65.83556099,-143.9237268,2
1627916650,20102c,40.6065497,-73.15435227,235.3058876,119.5437488,9.494514974,N759PA  ,FALSE,FALSE,nan,1554.991105,1562.760763,1627916651,1627916651,-69.08120074,169.2816863,2
1627916660,20102c,40.58584102,-73.28420627,135.2793603,200.4817183,4.511010725,N759PA  ,FALSE,FALSE,nan,937.9985342,947.6572642,1627916661,1627916660,-65.74852517,78.43823791,2
1627916670,20102c,40.57106404,-73.24310171,99.81703423,174.240223,-0.105275301,N759PA  ,FALSE,FALSE,nan,-1978.447588,-1963.685052,1627916670,1627916670,-67.0219823,63.14082432,2
1627916680,20102c,40.611494,-73.17801441,295.8016827,108.2779972,22.45098538,N759PA  ,FALSE,FALSE,nan,-1950.777391,-1974.232177,1627916680,1627916680,-66.65054782,-186.4394956,2
1627916690,20102c,40.66835094,-73.21576572,127.8567981,19.6682436,31.94344698,N759PA  ,FALSE,FALSE,nan,-1903.858792,-1890.020158,1627916690,1627916690,-66.01953575,201.4582283,2
1627916700,20102c,40.58501854,-73.33309483,181.2977194,238.2946728,-15.34397921,N759PA  ,FALSE,FALSE,nan,-981.5348931,-974.035228,1627916699,1627916700,-69.06048759,-165.3470967,2
1627916710,20102c,40.57684906,-73.17153463,124.696413,136.243295,7.817274784,N759PA  ,FALSE,FALSE,nan,1806.82067,1788.506908,1627916709,1627916709,-67.06098884,109.8825405,2
1627916720,20102c,40.67165028,-73.21859472,231.6248648,5.774826297,36.00808628,N759PA  ,FALSE,FALSE,nan,-1842.767977,-1870.045132,1627916719,1627916721,-67.08641128,-150.0219991,2
1627916730,20102c,40.57152524,-73.29142114,134.6449567,224.6752017,-14.61566903,N759PA  ,FALSE,FALSE,nan,-2594.140369,-2616.600738,1627916730,1627916730,-68.10818849,-82.01210952,2
1627916740,20102c,40.62008744,-73.10102682,83.69600783,83.28111484,34.66061246,N759PA  ,FALSE,FALSE,nan,2176.106015,2158.81644,1627916740,1627916740,-70.15299789,-77.766433,2
1627916750,20102c,40.56857358,-73.23834831,37.53178572,199.5169051,22.20179298,N759PA  ,FALSE,FALSE,nan,3326.479242,3304.225259,1627916750,1627916749,-66.11901653,-185.9761083,2
1627916760,20102c,40.62378686,-73.30614169,159.5341705,278.6408277,-8.97886883,N759PA  ,FALSE,FALSE,nan,-116.5746139,-109.5742653,1627916760,1627916761,-68.88682668,-179.3278491,2
1627916770,20102c,40.5835905,-73.24400879,108.644416,217.4298783,33.86721417,N759PA  ,FALSE,FALSE,nan,2629.451809,2619.161183,1627916769,1627916771,-65.32104525,-3.176483631,2
1627916780,20102c,40.57467681,-73.17773782,214.7841715,167.592436,32.32941337,N759PA  ,FALSE,FALSE,nan,1023.710523,1041.358362,1627916781,1627916780,-64.55070482,-110.1397734,2
1627916790,20102c,40.67081188,-73.18238286,65.76583363,5.84519603,28.4432042,N759PA  ,FALSE,FALSE,nan,-356.7625536,-379.4302748,1627916790,1627916789,-64.9441457,10.41439939,2
1627916800,20102c,40.61258772,-73.09968847,220.5570812,108.2614697,-17.24901428,N759PA  ,FALSE,FALSE,nan,-346.3984275,-356.0830012,1627916800,1627916799,-68.02489626,95.89858842,2
1627916810,20102c,40.58597632,-73.2647396,292.2884692,225.0875948,27.72554032,N759PA  ,FALSE,FALSE,nan,2787.715767,2804.246917,1627916810,1627916809,-68.65821135,95.89858842,2
1627916820,20102c,40.66311424,-73.14077186,182.7924683,43.33706642,-5.68997894,N759PA  ,FALSE,FALSE,nan,-1584.147139,-1580.999881,1627916821,1627916819,-65.23512196,14.2281251,2
1627916830,20102c,40.66630418,-73.12388807,89.44423562,52.91617707,-10.71467837,N759PA  ,FALSE,FALSE,nan,-1309.35465,-1336.5458,1627916830,1627916831,-66.78289865,125.582973,2
1627916840,20102c,40.63220475,-73.09053029,127.4058826,98.0951665,17.26456704,N759PA  ,FALSE,FALSE,nan,-2061.118045,-2046.988989,1627916841,1627916839,-69.3322424,-115.3781035,2
1627916850,20102c,40.61235206,-73.24388193,212.8903709,221.1100821,-3.472851614,N759PA  ,FALSE,FALSE,nan,2900.10178,2904.066833,1627916850,1627916850,-65.60305409,149.9062588,2
1627916860,20102c,40.63631374,-73.11471728,212.7418734,101.8965868,-14.26497822,N759PA  ,FALSE,FALSE,nan,3255.284557,3270.004515,1627916861,1627916861,-68.0250111,27.9753623,2
1627916870,20102c,40.60635162,-73.13459868,95.67540134,137.100922,-13.34147385,N759PA  ,FALSE,FALSE,nan,2723.737637,2726.189209,1627916870,1627916870,-68.10647794,62.22242188,2
1627916880,20102c,40.60664035,-73.18197993,156.4987401,161.4103908,34.02177693,N759PA  ,FALSE,FALSE,nan,-2241.523141,-2252.410026,1627916881,1627916879,-65.72517135,73.90501142,2
1627916890,20102c,40.6494806,-73.10717881,194.1595316,92.27670134,3.442433044,N759PA  ,FALSE,FALSE,nan,-1556.583315,-1554.529168,1627916890,1627916890,-69.3518448,-144.1757331,2
1627916900,20102c,40.61177452,-73.14530468,168.2763608,134.2843339,-8.093520094,N759PA  ,FALSE,FALSE,nan,2390.168249,2371.201219,1627916899,1627916900,-68.06791072,-130.3729458,2
1627916910,20102c,40.59271649,-73.25135625,35.32632239,195.6733663,3.252175958,N759PA  ,FALSE,FALSE,nan,-148.5606014,-141.7193748,1627916909,1627916910,-67.10744959,-147.9052136,2
1627916920,20102c,40.69749035,-73.16128301,111.5372215,38.81436283,26.93713209,N759PA  ,FALSE,FALSE,nan,3230.448289,3220.740955,1627916921,1627916921,-68.43721074,130.5961137,2
1627916930,20102c,40.65656905,-73.30291711,93.23966082,282.0848195,15.13228656,N759PA  ,FALSE,FALSE,nan,1769.951874,1771.935073,1627916929,1627916931,-66.03548377,-33.85941362,2
1627916940,20102c,40.66998267,-73.32588763,77.22826324,296.2317066,17.68478535,N759PA  ,FALSE,FALSE,nan,-722.6078546,-736.8000538,1627916940,1627916940,-68.37922338,-159.046541,2
1627916950,20102c,40.5783812,-73.23599536,273.3485188,178.282487,14.05009534,N759PA  ,FALSE,FALSE,nan,-2556.642896,-2567.248455,1627916951,1627916950,-67.77075237,-7.159263611,2
1627916960,20102c,40.61555644,-73.32406578,209.3570417,247.0052125,8.494038424,N759PA  ,FALSE,FALSE,nan,-2388.914066,-2371.250307,1627916960,1627916960,-68.19708866,87.43529558,2
1627916970,20102c,40.58627541,-73.27841423,38.34320699,207.0631121,-15.31825006,N759PA  ,FALSE,FALSE,nan,1566.593906,1573.445184,1627916969,1627916971,-66.0686577,188.2368627,2
1627916980,20102c,40.61902879,-73.34626679,135.7911816,262.2921483,0.127410295,N759PA  ,FALSE,FALSE,nan,2639.529649,2636.694629,1627916980,1627916981,-69.88983452,-175.2091069,2
1627916990,20102c,40.57712724,-73.16932255,250.7707989,141.5721493,27.61032415,N759PA  ,FALSE,FALSE,nan,-1085.954139,-1067.635083,1627916989,1627916990,-67.80127938,135.947722,2
1627917000,20102c,40.60616539,-73.31562876,73.88563992,255.8565304,-12.37412193,N759PA  ,FALSE,FALSE,nan,-2435.260014,-2437.693542,1627916999,1627917000,-68.07877582,140.2814023,2
1627917010,20102c,40.56401417,-73.18429362,130.3360431,152.4110514,3.421549772,N759PA  ,FALSE,FALSE,nan,2270.009476,2286.450576,1627917009,1627917010,-66.98934663,146.0390031,2
1627917020,20102c,40.6379203,-73.29873298,210.231704,305.4863001,24.13382738,N759PA  ,FALSE,FALSE,nan,-516.1637665,-506.5346662,1627917019,1627917020,-67.00115814,-130.5110509,2
1627917030,20102c,40.62570709,-73.31885292,110.5540248,291.9364471,-13.27655776,N759PA  ,FALSE,FALSE,nan,12.31810437,12.58576471,1627917029,1627917030,-68.4851528,147.2368815,2
1627917040,20102c,40.5369873,-73.23193035,45.79303148,182.1630707,-8.303146509,N759PA  ,FALSE,FALSE,nan,-81.56828872,-78.23179335,1627917039,1627917040,-67.19473907,158.500237,2
1627917050,20102c,40.64357994,-73.30257469,120.1971173,318.3175253,-4.104125113,N759PA  ,FALSE,FALSE,nan,-1355.576945,-1369.516954,1627917050,1627917050,-68.21268811,-152.6014013,2
1627917060,20102c,40.54354568,-73.28483432,148.7223651,206.928849,-20.40790844,N759PA  ,FALSE,FALSE,nan,-1725.600636,-1709.563241,1627917061,1627917060,-67.7485602,-150.8878834,2
1627917070,20102c,40.59573846,-73.33983352,122.0164409,271.7512961,1.482297399,N759PA  ,FALSE,FALSE,nan,1653.539861,1688.180351,1627917071,1627917070,-68.75857906,156.5670176,2
1627917080,20102c,40.56368111,-73.18202542,180.5831342,128.3190462,-27.26291881,N759PA  ,FALSE,FALSE,nan,-776.8075131,-777.9670306,1627917080,1627917079,-65.29419952,197.5191505,2
1627917090,20102c,40.63815085,-73.22814975,133.1218023,3.1009583,16.82570675,N759PA  ,FALSE,FALSE,nan,-103.7680501,-90.23830353,1627917090,1627917089,-65.50003083,-181.1739089,2
1627917100,20102c,40.63594406,-73.23602806,250.7347476,354.3993053,2.262783778,N759PA  ,FALSE,FALSE,nan,-1028.949398,-1000.383271,1627917099,1627917099,-65.67320742,-160.4225161,2
1627917110,20102c,40.53772214,-73.20003238,271.0732626,165.7373587,-18.65864511,N759PA  ,FALSE,FALSE,nan,3402.523925,3398.121535,1627917109,1627917110,-66.08411692,-83.13981438,2
1627917120,20102c,40.61728168,-73.26885763,210.2211555,315.3897843,17.94881873,N759PA  ,FALSE,FALSE,nan,-98.11921671,-108.5888627,1627917121,1627917119,-65.37131869,-183.4754882,2
1627917130,20102c,40.6378298,-73.2230622,239.958356,350.976875,-24.12106491,N759PA  ,FALSE,FALSE,nan,1476.807883,1490.808823,1627917131,1627917130,-65.48359913,187.3656838,2
1627917140,20102c,40.53185224,-73.18644124,246.9722133,169.9551502,-13.40467246,N759PA  ,FALSE,FALSE,nan,1766.502655,1786.887704,1627917141,1627917139,-66.60333115,71.21835852,2
1627917150,20102c,40.64313868,-73.17229592,43.61127059,17.01333428,4.358524467,N759PA  ,FALSE,FALSE,nan,1405.565085,1412.144339,1627917150,1627917151,-66.07515026,135.7755361,2
1627917160,20102c,40.55864718,-73.1011353,183.9491683,123.4975307,28.78740089,N759PA  ,FALSE,FALSE,nan,-1470.655081,-1459.285971,1627917161,1627917159,-69.60154649,126.2064016,2
1627917170,20102c,40.63738878,-73.25115054,162.342363,320.1605099,-20.95175762,N759PA  ,FALSE,FALSE,nan,-1911.090021,-1896.632531,1627917170,1627917171,-66.76890727,104.6092365,2
1627917180,20102c,40.55361048,-73.24775714,284.9959796,210.1629617,12.24742134,N759PA  ,FALSE,FALSE,nan,-644.3456234,-627.6068259,1627917180,1627917180,-67.22348614,164.2122586,2
1627917190,20102c,40.60590271,-73.27413033,224.9198965,267.970916,12.7147301,N759PA  ,FALSE,FALSE,nan,2377.317144,2376.67308,1627917190,1627917190,-66.44815804,-161.9231672,2
1627917200,20102c,40.6602077,-73.22668141,26.40366428,345.0466717,-3.871765637,N759PA  ,FALSE,FALSE,nan,-311.5864077,-285.6636509,1627917200,1627917200,-65.68567081,-157.6137846,2
1627917210,20102c,40.66477816,-73.1746612,144.0608142,20.23909466,-5.1889327,N759PA  ,FALSE,FALSE,nan,-1263.502477,-1243.31385,1627917211,1627917211,-66.80848215,-114.4059646,2
1627917220,20102c,40.62916997,-73.1144406,246.1723131,73.92072456,-8.382648519,N759PA  ,FALSE,FALSE,nan,1960.483535,1983.800287,1627917220,1627917220,-68.94639752,-167.6707723,2
1627917230,20102c,40.55287736,-73.27271078,294.0699281,207.2472576,15.64655961,N759PA  ,FALSE,FALSE,nan,2357.553964,2346.684384,1627917230,1627917230,-68.54994465,-22.1271224,2
1627917240,20102c,40.58726767,-73.28882286,173.1568371,234.8752717,-3.485950684,N759PA  ,FALSE,FALSE,nan,2463.219072,2477.41076,1627917240,1627917241,-66.38194676,-16.83239436,2
1627917250,20102c,40.60305658,-73.1546018,129.6344917,104.5100404,-11.68079943,N759PA  ,FALSE,FALSE,nan,-329.3377747,-333.7246935,1627917250,1627917250,-66.4316639,30.37643266,2
1627917260,20102c,40.59566889,-73.30900629,203.2156797,245.3443511,9.823441728,N759PA  ,FALSE,FALSE,nan,1683.605025,1677.629262,1627917260,1627917260,-66.82148553,-150.095751,2
1627917270,20102c,40.6370953,-73.34130636,117.0025763,288.4422948,30.86566903,N759PA  ,FALSE,FALSE,nan,2069.750297,2066.487163,1627917270,1627917271,-69.34549523,140.0446835,2
1627917280,20102c,40.61965383,-73.32288792,135.7934482,270.011919,36.27292236,N759PA  ,FALSE,FALSE,nan,-309.012855,-297.1993178,1627917280,1627917281,-66.88222817,-12.27498722,2
1627917290,20102c,40.58283104,-73.3180584,22.67086296,226.3767266,-27.72472773,N759PA  ,FALSE,FALSE,nan,1764.131692,1773.078636,1627917290,1627917290,-67.76733722,-154.0584159,2
1627917300,20102c,40.57046583,-73.2905436,89.38658258,203.2086665,0.996139327,N759PA  ,FALSE,FALSE,nan,2518.718951,2515.151772,1627917299,1627917300,-67.30534284,54.44861603,2
1627917310,20102c,40.60535953,-73.14316074,193.7162239,108.3547825,0.930910537,N759PA  ,FALSE,FALSE,nan,1921.319518,1924.459407,1627917309,1627917310,-70.00512097,101.8710423,2
1627917320,20102c,40.57330153,-73.26851769,223.0916017,185.9078601,26.77432388,N759PA  ,FALSE,FALSE,nan,-28.24226496,-33.37679636,1627917320,1627917321,-66.14403531,157.3569117,2
1627917330,20102c,40.61132774,-73.35099829,233.7229233,248.3842775,24.62062388,N759PA  ,FALSE,FALSE,nan,-2416.304546,-2400.523107,1627917330,1627917330,-68.56481912,109.0969548,2
1627917340,20102c,40.59930313,-73.20608778,169.2149736,133.8812595,28.51005495,N759PA  ,FALSE,FALSE,nan,2765.715524,2775.044306,1627917340,1627917339,-66.84100362,-108.0565794,2
1627917350,20102c,40.59842438,-73.35847455,297.1688547,233.3803094,-26.65918123,N759PA  ,FALSE,FALSE,nan,2667.346913,2687.414287,1627917349,1627917349,-68.9296441,-156.8387358,2
1627917360,20102c,40.68423015,-73.20074229,82.46640413,43.19542332,9.147742946,N759PA  ,FALSE,FALSE,nan,-1729.245632,-1722.646017,1627917360,1627917360,-68.80455358,139.0171983,2
1627917370,20102c,40.60497717,-73.19680013,215.5224072,125.7493403,22.11281849,N759PA  ,FALSE,FALSE,nan,-1257.761449,-1262.019755,1627917370,1627917369,-68.57235226,-21.65916038,2
1627917380,20102c,40.65865243,-73.35656752,100.1383131,291.8076244,25.58999815,N759PA  ,FALSE,FALSE,nan,1793.950439,1774.112958,1627917379,1627917380,-66.24680102,158.1893158,2
1627917390,20102c,40.67054918,-73.36592625,298.2421919,300.7454934,16.66124591,N759PA  ,FALSE,FALSE,nan,-342.0184693,-361.0822249,1627917389,1627917391,-67.12454047,164.4343891,2
1627917400,20102c,40.67791087,-73.3772281,125.0233922,302.9960565,7.382425945,N759PA  ,FALSE,FALSE,nan,-244.1888571,-249.731584,1627917399,1627917399,-67.99952074,-3.581025124,2
1627917410,20102c,40.6967408,-73.3112312,263.4966167,351.6169043,3.584065751,N759PA  ,FALSE,FALSE,nan,-2246.107789,-2229.34558,1627917409,1627917410,-65.70116409,66.98062253,2
1627917420,20102c,40.66729878,-73.38976879,14.86865896,286.7113159,-12.72330379,N759PA  ,FALSE,FALSE,nan,-1189.049663,-1184.057801,1627917421,1627917420,-67.89053872,128.8696344,2
1627917430,20102c,40.69711116,-73.36597015,133.6869428,321.3202815,25.23824484,N759PA  ,FALSE,FALSE,nan,-2411.652561,-2429.614669,1627917430,1627917430,-67.54975129,-22.34011006,2
1627917440,20102c,40.69731789,-73.37755254,253.3563236,316.3341512,-2.124113185,N759PA  ,FALSE,FALSE,nan,-2487.256924,-2510.145259,1627917440,1627917439,-67.89080658,146.068208,2
1627917450,20102c,40.70344128,-73.239005,175.2126969,45.56443495,21.38424696,N759PA  ,FALSE,FALSE,nan,1455.280786,1445.843451,1627917450,1627917449,-68.36819266,-171.3085482,2
1627917460,20102c,40.70747118,-73.33309401,282.27266,350.1687005,-11.6063284,N759PA  ,FALSE,FALSE,nan,-2468.528745,-2453.239005,1627917460,1627917460,-65.45164374,-168.2663341,2
1627917470,20102c,40.61794438,-73.37512508,188.931966,211.5646485,27.61004319,N759PA  ,FALSE,FALSE,nan,-848.401594,-863.8712643,1627917470,1627917470,-67.06837477,-14.99285817,2
1627917480,20102c,40.61127969,-73.3173208,101.2307623,173.9152793,-2.983438809,N759PA  ,FALSE,FALSE,nan,-1895.190145,-1915.289141,1627917480,1627917481,-66.86919458,160.5964181,2
1627917490,20102c,40.64490309,-73.23958939,155.43847,116.5687314,5.14745409,N759PA  ,FALSE,FALSE,nan,1989.478107,1990.542486,1627917491,1627917491,-68.7595573,-57.22487354,2
1627917500,20102c,40.65964843,-73.26001248,32.43592717,108.5500832,-24.30527412,N759PA  ,FALSE,FALSE,nan,-255.9593915,-250.2171547,1627917500,1627917500,-66.586247,-119.2550335,2
1627917510,20102c,40.67988992,-73.24391787,47.8542648,86.90850093,12.02803922,N759PA  ,FALSE,FALSE,nan,1994.87487,1989.263293,1627917511,1627917509,-68.44902781,-123.5455818,2
1627917520,20102c,40.62576963,-73.40600671,248.9633051,214.4454883,27.31539917,N759PA  ,FALSE,FALSE,nan,-1575.828993,-1595.85794,1627917519,1627917521,-68.52514311,66.99977565,2
1627917530,20102c,40.69599749,-73.42978308,31.21888911,286.4431483,33.14510776,N759PA  ,FALSE,FALSE,nan,1304.362512,1295.468756,1627917531,1627917529,-67.47970452,69.81525755,2
1627917540,20102c,40.62403787,-73.37209546,80.39173033,192.4288316,30.65736001,N759PA  ,FALSE,FALSE,nan,3258.583711,3248.381309,1627917539,1627917541,-67.76001943,12.25524116,2
1627917550,20102c,40.67983707,-73.25432444,74.64414164,96.80332919,29.36358909,N759PA  ,FALSE,FALSE,nan,-370.7985498,-362.4895864,1627917549,1627917550,-68.61057089,62.49158859,2
1627917560,20102c,40.70765537,-73.28985297,128.0817973,63.75183967,-0.201571677,N759PA  ,FALSE,FALSE,nan,2438.483219,2449.942773,1627917560,1627917560,-66.2113732,83.53828263,2
1627917570,20102c,40.68732105,-73.26234408,102.4978517,93.86274947,-10.54791019,N759PA  ,FALSE,FALSE,nan,-877.5241388,-864.9687354,1627917571,1627917570,-68.54068134,-138.877378,2
1627917580,20102c,40.63902559,-73.33710421,202.786246,164.9822159,-21.19241617,N759PA  ,FALSE,FALSE,nan,-2111.178692,-2115.147769,1627917580,1627917581,-66.88663163,10.84793878,2
1627917590,20102c,40.64390959,-73.38971731,89.30482059,195.2614278,-0.504000988,N759PA  ,FALSE,FALSE,nan,-1972.830891,-1961.000767,1627917589,1627917591,-66.41601584,-18.75533557,2
